Order_Date,Order_Priority,Ord_id
26-03-2010,MEDIUM,Ord_705
15-12-2012,NOT SPECIFIED,Ord_706
07-12-2009,MEDIUM,Ord_707
09-12-2009,CRITICAL,Ord_708
21-12-2010,CRITICAL,Ord_709
10-08-2012,LOW,Ord_710
12-11-2010,HIGH,Ord_711
05-05-2012,CRITICAL,Ord_712
21-07-2010,LOW,Ord_713
04-05-2012,CRITICAL,Ord_714
24-08-2010,CRITICAL,Ord_715
10-03-2011,MEDIUM,Ord_716
12-11-2011,HIGH,Ord_717
22-03-2012,MEDIUM,Ord_718
16-11-2009,LOW,Ord_719
05-09-2009,LOW,Ord_720
19-07-2012,HIGH,Ord_721
20-08-2012,MEDIUM,Ord_722
23-08-2010,LOW,Ord_723
25-12-2012,MEDIUM,Ord_724
16-06-2011,NOT SPECIFIED,Ord_725
23-06-2010,HIGH,Ord_726
29-10-2010,NOT SPECIFIED,Ord_727
15-07-2009,CRITICAL,Ord_728
26-04-2009,NOT SPECIFIED,Ord_729
04-09-2011,MEDIUM,Ord_730
24-09-2012,CRITICAL,Ord_731
11-10-2011,HIGH,Ord_732
17-02-2012,HIGH,Ord_733
18-06-2009,MEDIUM,Ord_734
26-05-2011,NOT SPECIFIED,Ord_735
20-09-2010,LOW,Ord_736
28-05-2011,MEDIUM,Ord_737
28-07-2012,MEDIUM,Ord_738
05-05-2012,NOT SPECIFIED,Ord_739
17-06-2010,HIGH,Ord_740
19-07-2010,CRITICAL,Ord_741
04-07-2011,NOT SPECIFIED,Ord_742
12-06-2012,MEDIUM,Ord_743
13-04-2012,HIGH,Ord_744
25-10-2012,CRITICAL,Ord_745
01-08-2009,NOT SPECIFIED,Ord_746
11-04-2012,LOW,Ord_747
20-09-2011,MEDIUM,Ord_748
13-11-2012,CRITICAL,Ord_749
16-06-2012,CRITICAL,Ord_750
26-02-2010,LOW,Ord_751
11-08-2009,HIGH,Ord_752
22-11-2012,LOW,Ord_753
21-07-2012,NOT SPECIFIED,Ord_754
10-04-2009,NOT SPECIFIED,Ord_755
18-11-2011,LOW,Ord_756
14-01-2010,NOT SPECIFIED,Ord_757
24-02-2011,MEDIUM,Ord_758
13-02-2009,CRITICAL,Ord_759
15-06-2010,HIGH,Ord_760
29-10-2011,HIGH,Ord_761
22-10-2010,CRITICAL,Ord_762
08-04-2011,MEDIUM,Ord_763
09-07-2012,CRITICAL,Ord_764
23-06-2012,HIGH,Ord_765
16-07-2010,NOT SPECIFIED,Ord_766
26-07-2009,LOW,Ord_767
23-08-2009,HIGH,Ord_768
01-08-2011,LOW,Ord_769
29-05-2012,CRITICAL,Ord_770
06-05-2010,LOW,Ord_771
18-10-2009,LOW,Ord_772
15-07-2010,MEDIUM,Ord_773
12-07-2009,LOW,Ord_774
10-05-2012,MEDIUM,Ord_775
24-07-2011,HIGH,Ord_776
30-08-2012,MEDIUM,Ord_777
19-11-2011,LOW,Ord_778
16-09-2009,LOW,Ord_779
15-09-2011,HIGH,Ord_780
22-01-2009,CRITICAL,Ord_781
03-11-2009,HIGH,Ord_782
28-05-2011,LOW,Ord_783
11-06-2012,HIGH,Ord_784
20-01-2010,HIGH,Ord_785
02-05-2010,NOT SPECIFIED,Ord_786
11-07-2012,CRITICAL,Ord_787
03-07-2011,CRITICAL,Ord_788
17-06-2012,NOT SPECIFIED,Ord_789
12-12-2010,MEDIUM,Ord_790
26-04-2012,MEDIUM,Ord_791
05-08-2009,LOW,Ord_792
06-09-2010,LOW,Ord_793
15-09-2012,HIGH,Ord_794
27-07-2011,MEDIUM,Ord_795
25-06-2009,NOT SPECIFIED,Ord_796
27-08-2009,MEDIUM,Ord_797
10-01-2011,CRITICAL,Ord_798
31-03-2012,LOW,Ord_799
22-04-2011,CRITICAL,Ord_800
28-08-2009,NOT SPECIFIED,Ord_801
05-08-2009,LOW,Ord_802
05-09-2012,LOW,Ord_803
09-10-2011,MEDIUM,Ord_804
22-08-2010,MEDIUM,Ord_805
04-08-2012,NOT SPECIFIED,Ord_806
14-12-2010,MEDIUM,Ord_807
24-12-2009,LOW,Ord_808
12-10-2010,MEDIUM,Ord_809
15-01-2009,NOT SPECIFIED,Ord_810
05-04-2011,NOT SPECIFIED,Ord_811
20-01-2012,LOW,Ord_812
24-09-2011,NOT SPECIFIED,Ord_813
09-10-2011,CRITICAL,Ord_814
04-05-2011,NOT SPECIFIED,Ord_815
09-10-2011,LOW,Ord_816
10-04-2010,NOT SPECIFIED,Ord_817
19-08-2012,NOT SPECIFIED,Ord_818
01-07-2012,NOT SPECIFIED,Ord_819
20-11-2009,MEDIUM,Ord_820
16-09-2012,MEDIUM,Ord_821
17-09-2009,NOT SPECIFIED,Ord_822
21-07-2010,CRITICAL,Ord_823
09-11-2010,LOW,Ord_824
10-01-2011,CRITICAL,Ord_825
24-12-2010,NOT SPECIFIED,Ord_826
30-05-2012,NOT SPECIFIED,Ord_827
12-02-2009,CRITICAL,Ord_828
04-09-2009,NOT SPECIFIED,Ord_829
26-08-2010,LOW,Ord_830
21-07-2009,MEDIUM,Ord_831
12-09-2011,HIGH,Ord_832
18-03-2009,CRITICAL,Ord_833
27-01-2010,LOW,Ord_834
11-09-2011,CRITICAL,Ord_835
03-02-2011,NOT SPECIFIED,Ord_836
15-02-2011,LOW,Ord_837
01-03-2012,LOW,Ord_838
10-08-2009,CRITICAL,Ord_839
13-12-2010,NOT SPECIFIED,Ord_840
15-10-2009,NOT SPECIFIED,Ord_841
07-10-2009,NOT SPECIFIED,Ord_842
17-09-2010,MEDIUM,Ord_843
03-07-2009,HIGH,Ord_844
09-10-2010,HIGH,Ord_845
23-09-2009,CRITICAL,Ord_846
02-10-2011,MEDIUM,Ord_847
19-01-2011,HIGH,Ord_848
22-01-2011,MEDIUM,Ord_849
23-03-2009,NOT SPECIFIED,Ord_850
07-01-2011,CRITICAL,Ord_851
22-06-2011,MEDIUM,Ord_852
03-08-2011,CRITICAL,Ord_853
07-11-2011,CRITICAL,Ord_854
26-08-2010,LOW,Ord_855
17-03-2010,CRITICAL,Ord_856
07-07-2009,CRITICAL,Ord_857
27-03-2009,NOT SPECIFIED,Ord_858
17-02-2010,HIGH,Ord_859
01-02-2011,CRITICAL,Ord_860
17-03-2012,HIGH,Ord_861
10-01-2009,CRITICAL,Ord_862
16-04-2010,CRITICAL,Ord_863
07-03-2010,MEDIUM,Ord_864
16-10-2012,CRITICAL,Ord_865
11-09-2009,CRITICAL,Ord_866
12-10-2010,LOW,Ord_867
19-06-2011,CRITICAL,Ord_868
07-11-2012,NOT SPECIFIED,Ord_869
12-11-2011,MEDIUM,Ord_870
06-05-2011,HIGH,Ord_871
08-09-2011,CRITICAL,Ord_872
21-03-2011,LOW,Ord_873
11-05-2010,MEDIUM,Ord_874
06-02-2012,LOW,Ord_875
28-12-2010,CRITICAL,Ord_876
08-09-2011,CRITICAL,Ord_877
31-05-2012,CRITICAL,Ord_878
12-09-2009,CRITICAL,Ord_879
17-06-2012,HIGH,Ord_880
29-12-2010,CRITICAL,Ord_881
30-04-2011,NOT SPECIFIED,Ord_882
03-05-2010,CRITICAL,Ord_883
22-08-2012,NOT SPECIFIED,Ord_884
03-07-2011,HIGH,Ord_885
22-02-2010,MEDIUM,Ord_886
30-11-2011,HIGH,Ord_887
13-08-2010,CRITICAL,Ord_888
29-10-2011,LOW,Ord_889
28-11-2009,CRITICAL,Ord_890
02-08-2011,CRITICAL,Ord_891
03-11-2012,HIGH,Ord_892
21-07-2011,LOW,Ord_893
12-10-2010,NOT SPECIFIED,Ord_894
10-05-2012,LOW,Ord_895
11-02-2012,LOW,Ord_896
22-03-2009,LOW,Ord_897
22-10-2011,CRITICAL,Ord_898
04-11-2009,CRITICAL,Ord_899
02-01-2009,CRITICAL,Ord_900
28-10-2012,LOW,Ord_901
03-04-2011,NOT SPECIFIED,Ord_902
05-10-2009,HIGH,Ord_903
30-01-2012,CRITICAL,Ord_904
12-02-2012,HIGH,Ord_905
19-01-2012,NOT SPECIFIED,Ord_906
25-06-2009,NOT SPECIFIED,Ord_907
28-05-2011,NOT SPECIFIED,Ord_908
04-08-2009,MEDIUM,Ord_909
17-08-2010,CRITICAL,Ord_910
22-01-2009,LOW,Ord_911
07-03-2011,HIGH,Ord_912
31-01-2010,LOW,Ord_913
08-03-2010,MEDIUM,Ord_914
04-11-2010,HIGH,Ord_915
25-09-2009,CRITICAL,Ord_916
13-02-2009,HIGH,Ord_917
19-08-2011,LOW,Ord_918
12-03-2011,HIGH,Ord_919
28-03-2012,HIGH,Ord_920
25-09-2009,NOT SPECIFIED,Ord_921
12-08-2012,CRITICAL,Ord_922
31-01-2012,LOW,Ord_923
27-02-2010,CRITICAL,Ord_924
28-06-2010,CRITICAL,Ord_925
19-05-2012,HIGH,Ord_926
14-01-2011,HIGH,Ord_927
01-06-2009,HIGH,Ord_928
21-08-2010,CRITICAL,Ord_929
19-02-2010,MEDIUM,Ord_930
23-11-2009,MEDIUM,Ord_931
18-12-2009,LOW,Ord_932
06-07-2009,NOT SPECIFIED,Ord_933
17-07-2012,NOT SPECIFIED,Ord_934
12-06-2009,LOW,Ord_935
19-07-2012,NOT SPECIFIED,Ord_936
19-03-2011,MEDIUM,Ord_937
27-12-2012,HIGH,Ord_938
08-09-2011,CRITICAL,Ord_939
08-12-2010,CRITICAL,Ord_940
15-03-2009,MEDIUM,Ord_941
20-10-2011,HIGH,Ord_942
13-01-2011,HIGH,Ord_943
14-08-2009,CRITICAL,Ord_944
31-01-2009,LOW,Ord_945
15-08-2009,CRITICAL,Ord_946
03-07-2009,HIGH,Ord_947
08-04-2009,NOT SPECIFIED,Ord_948
18-08-2012,LOW,Ord_949
10-01-2009,CRITICAL,Ord_950
04-07-2009,CRITICAL,Ord_951
19-06-2010,LOW,Ord_952
16-12-2012,NOT SPECIFIED,Ord_953
20-09-2012,NOT SPECIFIED,Ord_954
03-03-2010,LOW,Ord_955
01-11-2010,NOT SPECIFIED,Ord_956
28-02-2010,LOW,Ord_957
07-05-2011,MEDIUM,Ord_958
10-07-2012,NOT SPECIFIED,Ord_959
29-09-2011,CRITICAL,Ord_960
25-10-2010,LOW,Ord_961
17-09-2010,LOW,Ord_962
23-11-2011,HIGH,Ord_963
13-09-2012,CRITICAL,Ord_964
03-08-2012,HIGH,Ord_965
17-11-2010,NOT SPECIFIED,Ord_966
10-08-2012,LOW,Ord_967
03-02-2011,MEDIUM,Ord_968
14-12-2009,CRITICAL,Ord_969
17-04-2011,LOW,Ord_970
06-09-2009,CRITICAL,Ord_971
16-08-2012,CRITICAL,Ord_972
12-10-2010,MEDIUM,Ord_973
13-07-2011,HIGH,Ord_974
03-12-2012,CRITICAL,Ord_975
13-07-2012,NOT SPECIFIED,Ord_976
04-02-2009,LOW,Ord_977
20-12-2011,MEDIUM,Ord_978
30-05-2011,MEDIUM,Ord_979
09-10-2010,CRITICAL,Ord_980
10-03-2011,HIGH,Ord_981
22-01-2010,MEDIUM,Ord_982
11-04-2011,HIGH,Ord_983
16-04-2011,MEDIUM,Ord_984
27-11-2010,LOW,Ord_985
09-08-2010,CRITICAL,Ord_986
26-08-2010,MEDIUM,Ord_987
07-06-2011,LOW,Ord_988
20-05-2010,LOW,Ord_989
29-12-2010,MEDIUM,Ord_990
07-09-2011,CRITICAL,Ord_991
06-09-2009,CRITICAL,Ord_992
25-02-2009,NOT SPECIFIED,Ord_993
02-01-2010,CRITICAL,Ord_994
31-05-2012,CRITICAL,Ord_995
12-05-2009,MEDIUM,Ord_996
22-10-2010,NOT SPECIFIED,Ord_997
17-06-2009,LOW,Ord_998
10-07-2011,LOW,Ord_999
11-12-2009,HIGH,Ord_1000
27-09-2009,MEDIUM,Ord_1001
26-01-2011,LOW,Ord_1002
13-02-2011,CRITICAL,Ord_1003
20-07-2012,NOT SPECIFIED,Ord_1004
18-01-2010,HIGH,Ord_1005
12-10-2011,NOT SPECIFIED,Ord_1006
29-07-2010,HIGH,Ord_1007
26-10-2010,LOW,Ord_1008
04-10-2012,NOT SPECIFIED,Ord_1009
07-08-2012,HIGH,Ord_1010
19-02-2011,MEDIUM,Ord_1011
24-09-2010,CRITICAL,Ord_1012
18-12-2009,LOW,Ord_1013
12-04-2012,CRITICAL,Ord_1014
01-06-2009,CRITICAL,Ord_1015
16-02-2011,LOW,Ord_1016
26-02-2012,NOT SPECIFIED,Ord_1017
10-07-2012,MEDIUM,Ord_1018
17-05-2012,MEDIUM,Ord_1019
22-01-2009,HIGH,Ord_1020
04-03-2011,CRITICAL,Ord_1021
22-06-2011,CRITICAL,Ord_1022
29-06-2009,HIGH,Ord_1023
27-03-2012,MEDIUM,Ord_1024
03-05-2012,CRITICAL,Ord_1025
19-11-2011,LOW,Ord_1026
13-11-2010,MEDIUM,Ord_1027
02-12-2012,NOT SPECIFIED,Ord_1028
29-10-2010,HIGH,Ord_1029
23-02-2009,CRITICAL,Ord_1030
20-05-2010,NOT SPECIFIED,Ord_1031
26-07-2009,NOT SPECIFIED,Ord_1032
05-09-2012,NOT SPECIFIED,Ord_1033
25-07-2011,HIGH,Ord_1034
08-09-2011,HIGH,Ord_1035
16-12-2009,HIGH,Ord_1036
17-08-2010,CRITICAL,Ord_1037
13-11-2010,NOT SPECIFIED,Ord_1038
23-03-2010,HIGH,Ord_1039
24-12-2010,CRITICAL,Ord_1040
21-11-2010,MEDIUM,Ord_1041
07-02-2010,CRITICAL,Ord_1042
08-05-2009,HIGH,Ord_1043
01-05-2011,CRITICAL,Ord_1044
01-05-2011,LOW,Ord_1045
29-07-2009,CRITICAL,Ord_1046
08-11-2010,HIGH,Ord_1047
30-08-2012,CRITICAL,Ord_1048
06-09-2009,LOW,Ord_1049
12-12-2010,MEDIUM,Ord_1050
02-06-2012,NOT SPECIFIED,Ord_1051
05-02-2011,NOT SPECIFIED,Ord_1052
14-12-2010,NOT SPECIFIED,Ord_1053
04-04-2012,NOT SPECIFIED,Ord_1054
30-05-2010,NOT SPECIFIED,Ord_1055
30-10-2012,NOT SPECIFIED,Ord_1056
05-12-2009,LOW,Ord_1057
22-07-2010,NOT SPECIFIED,Ord_1058
21-02-2010,MEDIUM,Ord_1059
12-12-2010,HIGH,Ord_1060
05-06-2011,HIGH,Ord_1061
21-11-2010,NOT SPECIFIED,Ord_1062
18-12-2011,CRITICAL,Ord_1063
03-04-2010,CRITICAL,Ord_1064
11-01-2012,LOW,Ord_1065
28-11-2012,NOT SPECIFIED,Ord_1066
16-05-2009,CRITICAL,Ord_1067
26-06-2012,HIGH,Ord_1068
20-08-2011,NOT SPECIFIED,Ord_1069
14-10-2012,HIGH,Ord_1070
06-08-2009,HIGH,Ord_1071
07-10-2009,HIGH,Ord_1072
03-08-2012,NOT SPECIFIED,Ord_1073
31-12-2011,LOW,Ord_1074
03-07-2009,HIGH,Ord_1075
30-07-2009,LOW,Ord_1076
10-01-2009,LOW,Ord_1077
07-11-2012,HIGH,Ord_1078
07-02-2011,CRITICAL,Ord_1079
22-08-2010,MEDIUM,Ord_1080
12-03-2012,HIGH,Ord_1081
09-11-2011,MEDIUM,Ord_1082
01-11-2012,LOW,Ord_1083
18-07-2011,MEDIUM,Ord_1084
29-09-2010,NOT SPECIFIED,Ord_1085
25-01-2011,HIGH,Ord_1086
25-06-2009,NOT SPECIFIED,Ord_1087
27-04-2012,HIGH,Ord_1088
06-11-2010,LOW,Ord_1089
26-04-2009,LOW,Ord_1090
05-11-2012,LOW,Ord_1091
05-09-2010,NOT SPECIFIED,Ord_1092
03-07-2011,HIGH,Ord_1093
12-01-2009,NOT SPECIFIED,Ord_1094
19-12-2009,HIGH,Ord_1095
14-06-2011,LOW,Ord_1096
21-11-2010,LOW,Ord_1097
06-12-2009,MEDIUM,Ord_1098
07-05-2010,CRITICAL,Ord_1099
20-02-2011,CRITICAL,Ord_1100
14-09-2010,MEDIUM,Ord_1101
04-12-2011,CRITICAL,Ord_1102
14-08-2012,MEDIUM,Ord_1103
18-08-2011,NOT SPECIFIED,Ord_1104
06-01-2011,LOW,Ord_1105
10-05-2009,LOW,Ord_1106
04-01-2010,HIGH,Ord_1107
22-05-2011,LOW,Ord_1108
24-01-2012,LOW,Ord_1109
21-07-2010,HIGH,Ord_1110
06-11-2011,NOT SPECIFIED,Ord_1111
05-07-2012,NOT SPECIFIED,Ord_1112
02-03-2012,CRITICAL,Ord_1113
16-09-2011,CRITICAL,Ord_1114
14-07-2009,NOT SPECIFIED,Ord_1115
29-10-2011,HIGH,Ord_1116
15-01-2011,CRITICAL,Ord_1117
14-10-2010,CRITICAL,Ord_1118
04-11-2009,NOT SPECIFIED,Ord_1119
02-07-2009,CRITICAL,Ord_1120
02-03-2012,HIGH,Ord_1121
04-02-2011,MEDIUM,Ord_1122
18-03-2011,LOW,Ord_1123
18-03-2011,CRITICAL,Ord_1124
24-07-2010,LOW,Ord_1125
17-10-2012,HIGH,Ord_1126
27-11-2011,NOT SPECIFIED,Ord_1127
05-03-2009,MEDIUM,Ord_1128
25-01-2012,CRITICAL,Ord_1129
08-05-2010,LOW,Ord_1130
28-09-2009,MEDIUM,Ord_1131
02-07-2012,HIGH,Ord_1132
04-10-2010,MEDIUM,Ord_1133
26-05-2009,CRITICAL,Ord_1134
20-02-2010,CRITICAL,Ord_1135
04-12-2010,HIGH,Ord_1136
05-08-2010,LOW,Ord_1137
09-12-2011,MEDIUM,Ord_1138
04-02-2009,MEDIUM,Ord_1139
28-05-2012,HIGH,Ord_1140
05-08-2012,LOW,Ord_1141
19-06-2009,NOT SPECIFIED,Ord_1142
02-03-2010,MEDIUM,Ord_1143
11-03-2009,NOT SPECIFIED,Ord_1144
07-09-2011,NOT SPECIFIED,Ord_1145
23-07-2010,LOW,Ord_1146
07-04-2009,MEDIUM,Ord_1147
23-03-2012,NOT SPECIFIED,Ord_1148
09-08-2010,CRITICAL,Ord_1149
29-06-2011,MEDIUM,Ord_1150
22-06-2009,CRITICAL,Ord_1151
21-01-2012,MEDIUM,Ord_1152
07-12-2010,MEDIUM,Ord_1153
02-09-2012,NOT SPECIFIED,Ord_1154
06-06-2010,NOT SPECIFIED,Ord_1155
14-12-2010,CRITICAL,Ord_1156
10-05-2010,HIGH,Ord_1157
12-04-2011,MEDIUM,Ord_1158
29-01-2009,MEDIUM,Ord_1159
12-12-2009,HIGH,Ord_1160
25-01-2012,NOT SPECIFIED,Ord_1161
12-06-2012,LOW,Ord_1162
06-04-2009,LOW,Ord_1163
10-04-2009,NOT SPECIFIED,Ord_1164
24-09-2009,LOW,Ord_1165
30-06-2011,NOT SPECIFIED,Ord_1166
03-01-2009,CRITICAL,Ord_1167
24-06-2010,CRITICAL,Ord_1168
22-04-2012,HIGH,Ord_1169
22-04-2010,LOW,Ord_1170
03-05-2011,MEDIUM,Ord_1171
12-12-2010,NOT SPECIFIED,Ord_1172
11-04-2009,NOT SPECIFIED,Ord_1173
15-03-2011,NOT SPECIFIED,Ord_1174
20-12-2011,CRITICAL,Ord_1175
23-03-2012,LOW,Ord_1176
14-05-2011,LOW,Ord_1177
11-06-2009,HIGH,Ord_1178
30-03-2011,MEDIUM,Ord_1179
19-04-2011,MEDIUM,Ord_1180
06-02-2009,LOW,Ord_1181
23-06-2009,HIGH,Ord_1182
05-02-2011,HIGH,Ord_1183
31-05-2011,NOT SPECIFIED,Ord_1184
05-07-2012,MEDIUM,Ord_1185
19-09-2010,HIGH,Ord_1186
20-12-2012,HIGH,Ord_1187
21-07-2011,LOW,Ord_1188
07-03-2010,MEDIUM,Ord_1189
19-07-2010,NOT SPECIFIED,Ord_1190
12-06-2009,LOW,Ord_1191
11-04-2009,HIGH,Ord_1192
13-10-2012,NOT SPECIFIED,Ord_1193
14-06-2009,NOT SPECIFIED,Ord_1194
26-02-2009,CRITICAL,Ord_1195
15-04-2012,NOT SPECIFIED,Ord_1196
20-06-2010,MEDIUM,Ord_1197
22-06-2011,HIGH,Ord_1198
24-06-2012,MEDIUM,Ord_1199
27-01-2009,CRITICAL,Ord_1200
28-02-2010,LOW,Ord_1201
30-01-2012,MEDIUM,Ord_1202
10-01-2011,HIGH,Ord_1203
28-04-2009,HIGH,Ord_1204
13-09-2009,CRITICAL,Ord_1205
27-09-2011,HIGH,Ord_1206
23-06-2010,NOT SPECIFIED,Ord_1207
22-02-2010,CRITICAL,Ord_1208
07-06-2012,HIGH,Ord_1209
21-01-2010,HIGH,Ord_1210
07-01-2010,MEDIUM,Ord_1211
01-12-2012,NOT SPECIFIED,Ord_1212
10-12-2012,MEDIUM,Ord_1213
18-11-2012,LOW,Ord_1214
15-12-2012,NOT SPECIFIED,Ord_1215
27-10-2012,LOW,Ord_1216
11-07-2012,NOT SPECIFIED,Ord_1217
09-07-2012,HIGH,Ord_1218
25-04-2011,CRITICAL,Ord_1219
31-12-2011,CRITICAL,Ord_1220
17-07-2009,MEDIUM,Ord_1221
16-01-2010,NOT SPECIFIED,Ord_1222
16-07-2009,HIGH,Ord_1223
15-05-2010,MEDIUM,Ord_1224
19-11-2009,HIGH,Ord_1225
10-02-2010,MEDIUM,Ord_1226
18-10-2012,CRITICAL,Ord_1227
08-03-2009,HIGH,Ord_1228
12-10-2012,LOW,Ord_1229
09-10-2010,HIGH,Ord_1230
03-07-2011,HIGH,Ord_1231
12-12-2009,HIGH,Ord_1232
18-12-2012,MEDIUM,Ord_1233
23-10-2010,LOW,Ord_1234
14-02-2009,LOW,Ord_1235
05-01-2012,HIGH,Ord_1236
16-08-2012,LOW,Ord_1237
10-04-2012,MEDIUM,Ord_1238
06-12-2009,NOT SPECIFIED,Ord_1239
25-09-2010,MEDIUM,Ord_1240
09-01-2009,NOT SPECIFIED,Ord_1241
19-10-2012,NOT SPECIFIED,Ord_1242
06-04-2011,LOW,Ord_1243
11-01-2011,HIGH,Ord_1244
28-08-2012,HIGH,Ord_1245
22-04-2011,MEDIUM,Ord_1246
10-06-2009,NOT SPECIFIED,Ord_1247
26-04-2011,LOW,Ord_1248
14-03-2012,NOT SPECIFIED,Ord_1249
29-06-2011,LOW,Ord_1250
05-01-2009,CRITICAL,Ord_1251
08-03-2010,CRITICAL,Ord_1252
18-01-2011,HIGH,Ord_1253
27-04-2009,NOT SPECIFIED,Ord_1254
05-10-2011,MEDIUM,Ord_1255
07-01-2009,HIGH,Ord_1256
25-09-2010,LOW,Ord_1257
29-04-2012,HIGH,Ord_1258
24-08-2010,HIGH,Ord_1259
16-03-2009,MEDIUM,Ord_1260
15-04-2010,MEDIUM,Ord_1261
20-02-2010,CRITICAL,Ord_1262
22-12-2010,NOT SPECIFIED,Ord_1263
30-03-2010,LOW,Ord_1264
29-09-2010,MEDIUM,Ord_1265
11-06-2009,CRITICAL,Ord_1266
21-06-2009,NOT SPECIFIED,Ord_1267
04-10-2009,MEDIUM,Ord_1268
19-01-2012,CRITICAL,Ord_1269
27-02-2012,HIGH,Ord_1270
12-07-2012,MEDIUM,Ord_1271
01-06-2012,LOW,Ord_1272
14-03-2010,MEDIUM,Ord_1273
02-02-2010,LOW,Ord_1274
12-05-2012,LOW,Ord_1275
15-03-2012,NOT SPECIFIED,Ord_1276
12-05-2012,NOT SPECIFIED,Ord_1277
02-01-2010,LOW,Ord_1278
17-08-2009,MEDIUM,Ord_1279
17-08-2012,LOW,Ord_1280
28-09-2012,HIGH,Ord_1281
20-03-2012,HIGH,Ord_1282
26-06-2010,MEDIUM,Ord_1283
09-08-2009,NOT SPECIFIED,Ord_1284
16-06-2010,LOW,Ord_1285
21-10-2009,NOT SPECIFIED,Ord_1286
21-12-2010,LOW,Ord_1287
28-03-2009,HIGH,Ord_1288
02-04-2011,NOT SPECIFIED,Ord_1289
21-12-2009,HIGH,Ord_1290
14-02-2010,MEDIUM,Ord_1291
25-09-2011,HIGH,Ord_1292
08-12-2010,HIGH,Ord_1293
19-10-2010,LOW,Ord_1294
30-12-2010,NOT SPECIFIED,Ord_1295
08-06-2012,MEDIUM,Ord_1296
15-09-2011,HIGH,Ord_1297
23-03-2009,HIGH,Ord_1298
25-03-2010,MEDIUM,Ord_1299
17-01-2009,MEDIUM,Ord_1300
14-07-2012,NOT SPECIFIED,Ord_1301
27-12-2009,NOT SPECIFIED,Ord_1302
22-10-2011,HIGH,Ord_1303
17-03-2011,CRITICAL,Ord_1304
26-10-2010,CRITICAL,Ord_1305
13-06-2009,LOW,Ord_1306
19-07-2011,HIGH,Ord_1307
22-01-2010,HIGH,Ord_1308
21-11-2009,HIGH,Ord_1309
07-10-2011,NOT SPECIFIED,Ord_1310
08-03-2010,CRITICAL,Ord_1311
19-04-2009,LOW,Ord_1312
19-02-2012,CRITICAL,Ord_1313
17-06-2011,NOT SPECIFIED,Ord_1314
18-05-2012,HIGH,Ord_1315
14-12-2009,LOW,Ord_1316
14-03-2012,CRITICAL,Ord_1317
12-09-2011,MEDIUM,Ord_1318
21-10-2010,LOW,Ord_1319
29-04-2012,LOW,Ord_1320
11-03-2012,LOW,Ord_1321
14-11-2011,LOW,Ord_1322
16-03-2011,LOW,Ord_1323
22-09-2011,HIGH,Ord_1324
22-11-2009,HIGH,Ord_1325
28-09-2010,LOW,Ord_1326
06-10-2011,NOT SPECIFIED,Ord_1327
29-09-2009,NOT SPECIFIED,Ord_1328
28-12-2009,HIGH,Ord_1329
30-03-2010,LOW,Ord_1330
11-04-2011,MEDIUM,Ord_1331
03-06-2009,MEDIUM,Ord_1332
28-01-2010,LOW,Ord_1333
17-03-2011,CRITICAL,Ord_1334
05-01-2012,HIGH,Ord_1335
24-05-2009,NOT SPECIFIED,Ord_1336
16-05-2010,NOT SPECIFIED,Ord_1337
01-12-2009,LOW,Ord_1338
01-05-2011,HIGH,Ord_1339
01-07-2011,CRITICAL,Ord_1340
20-05-2012,NOT SPECIFIED,Ord_1341
02-11-2009,LOW,Ord_1342
01-03-2009,HIGH,Ord_1343
15-08-2012,MEDIUM,Ord_1344
04-01-2009,CRITICAL,Ord_1345
13-10-2009,CRITICAL,Ord_1346
05-06-2010,MEDIUM,Ord_1347
23-02-2012,CRITICAL,Ord_1348
31-10-2012,CRITICAL,Ord_1349
23-04-2009,LOW,Ord_1350
16-08-2009,MEDIUM,Ord_1351
24-11-2009,CRITICAL,Ord_1352
10-01-2010,MEDIUM,Ord_1353
16-09-2009,HIGH,Ord_1354
23-10-2010,LOW,Ord_1355
20-12-2009,CRITICAL,Ord_1356
22-06-2011,CRITICAL,Ord_1357
17-08-2010,LOW,Ord_1358
20-04-2010,MEDIUM,Ord_1359
24-02-2010,NOT SPECIFIED,Ord_1360
09-12-2011,NOT SPECIFIED,Ord_1361
12-12-2010,LOW,Ord_1362
30-11-2009,LOW,Ord_1363
06-07-2011,HIGH,Ord_1364
11-06-2012,LOW,Ord_1365
08-03-2010,LOW,Ord_1366
08-04-2009,CRITICAL,Ord_1367
02-12-2012,MEDIUM,Ord_1368
18-07-2011,NOT SPECIFIED,Ord_1369
22-07-2009,MEDIUM,Ord_1370
15-11-2009,MEDIUM,Ord_1371
15-06-2012,NOT SPECIFIED,Ord_1372
13-10-2010,NOT SPECIFIED,Ord_1373
04-12-2009,HIGH,Ord_1374
03-04-2012,NOT SPECIFIED,Ord_1375
21-05-2009,MEDIUM,Ord_1376
11-08-2010,HIGH,Ord_1377
27-04-2012,HIGH,Ord_1378
20-02-2010,NOT SPECIFIED,Ord_1379
14-08-2009,NOT SPECIFIED,Ord_1380
07-03-2010,NOT SPECIFIED,Ord_1381
12-02-2009,NOT SPECIFIED,Ord_1382
10-09-2011,HIGH,Ord_1383
10-01-2009,CRITICAL,Ord_1384
09-01-2011,CRITICAL,Ord_1385
05-09-2012,HIGH,Ord_1386
12-02-2009,LOW,Ord_1387
10-02-2010,MEDIUM,Ord_1388
09-08-2011,NOT SPECIFIED,Ord_1389
20-07-2010,HIGH,Ord_1390
